id,name,lname,code,bic,street,street2,website,vat,city,zip,phone,active,state:id,country:id
res_bank_es_4422,Ibertasa,"Ibertasa, S.A.",4422,,"Cl. Rodriguez Marin, 61",Pl. 1,www.ibertasa.com,A80381148,Madrid,28016,915613388,1,base.state_es_m,base.es
res_bank_es_4423,Gurruchaga,"Gurruchaga Tasaciones, S.A.",4423,,"Cl. Peñaflorida, 3",,,A20431268,San Sebastian,20004,943429250,1,base.state_es_ss,base.es
res_bank_es_4434,Tecglen Tasacio,"Tecglen Tasaciones, S.A.",4434,,". Carrer Josep Socias I Gradoli, 1",Pl. 7 - 2,,A07610785,Palma,7013,971725811,1,base.state_es_pm,base.es
res_bank_es_4440,Artasa,"Arquitectura Y Tasaciones, S.A.",4440,,"Cm. De Morgan, 0","Pl. 3, Dpto. 1 - 2",www.artasa.es,A48553036,Bilbao,48014,944751040,1,base.state_es_bi,base.es
res_bank_es_4444,Lks,"Lks Tasaciones, S.A.",4444,,"Cl. Goiru, 7",Polo Innov. Garaia,www.lkstasaciones.es,A48565311,Arrasate-Mondragon,20500,943712100,1,base.state_es_ss,base.es
res_bank_es_4448,Grupo Tasvalor,"Grupo Tasvalor, S.A.",4448,,"Cl. Manuel Tovar, 16",,www.tasvalor.com,A80639990,Madrid,28034,917283320,1,base.state_es_m,base.es
res_bank_es_3140,C.R.De Guissona,"Caja Rural De Guissona, Sociedad Cooperativa De Credito",3140,BCOEESMM140,"Cl. Traspalau, 8",,,F25014754,Guissona,25210,973550248,1,base.state_es_l,base.es
res_bank_es_1531,Credit Suisse I,"Credit Suisse International, Sucursal En España",1531,,"Cl. Ayala, 42",Pl. 3B,,W8260387I,Madrid,28001,917915907,1,base.state_es_m,base.es
res_bank_es_1532,Bnp Paribas Fac,"Bnp Paribas Factor, S.A. Sucursal En España",1532,,"Cl. Ribera Del Loira, 28",,,W0016167I,Madrid,28042,913888904,1,base.state_es_m,base.es
res_bank_es_4446,Afes,"Afes Tecnicas De Tasacion, S.A.",4446,,". Gran Via Marques Del Turia, 49","Pl. 6, Pta. 15",,A96220322,Valencia,46005,902052345,1,base.state_es_v,base.es
res_bank_es_4455,Gesvalt,"Gestion De Valoraciones Y Tasaciones, S.A.",4455,,"Cl. Alcala, 265","Bloque Ii, Pl. Baja",,A80884372,Madrid,28027,914576057,1,base.state_es_m,base.es
res_bank_es_4456,Risc Valor,"Risc Valor, S.A.",4456,,"Av. Josep Tarradellas, 0","Pl. 5, Pta. B",www.riscvalor.com,A60509650,Barcelona,8029,932182300,1,base.state_es_b,base.es
res_bank_es_4459,Thirsa,"Tasaciones Hipotecarias Renta, S.A.",4459,,"Cl. Jorge Juan, 45",Pl. Baja,,A80962541,Madrid,28001,915400633,1,base.state_es_m,base.es
res_bank_es_4462,Catsa,"Col.Lectiu Arquitectes Taxadors, S.A.",4462,,"Cl. Diputacion, 337",Local Bajos,www.catsa.com,A60691946,Barcelona,8009,902152772,1,base.state_es_b,base.es
res_bank_es_4474,Sivasa,"Sociedad Integral De Valoraciones Automatizadas, S.A.",4474,,"Pz. Manuel Gomez Moreno, 2",,www.sivasa.es,A81222127,Madrid,28020,914315858,1,base.state_es_m,base.es
res_bank_es_4488,Cms Tasacion,"Compañia De Medios Y Servicios De Tasacion, S.A.",4488,,"Av. San Francisco Javier, 22",Ed. Cat.Occ. 428-429,https://cmstasacion.ciams.es,A91042424,Sevilla,41018,954641176,1,base.state_es_se,base.es
res_bank_es_4489,Valencia Terra,"Valencia Terra Vt Sociedad De Tasaciones Inmobiliarias, S.A.",4489,,"Av. Marques De Sotelo, 4",Pl. 4,,A97215925,Valencia,46002,963511125,1,base.state_es_v,base.es
res_bank_es_4491,Global Tasacion,"Global Gestion De Tasaciones, S.A.",4491,,"Cl. Vicente Alanis, 1",Bajo,,A91250209,Sevilla,41008,954988660,1,base.state_es_se,base.es
res_bank_es_4494,"Tasasur,Sa","Tasasur Sociedad De Tasaciones, S.A.",4494,,"Av. Ronda De Los Tejares, 21",Pl.1,www.tasasur.com,A14718183,Cordoba,14008,954296820,1,base.state_es_co,base.es
res_bank_es_4495,"Ebrotasa, S.A.","Ebrotasa, S.A.",4495,,"Cl. San Lorenzo, 30",Bajo B,,A99160111,Zaragoza,50001,976484830,1,base.state_es_z,base.es
res_bank_es_4496,Tasamar,"Tasaciones Del Marco De España, Sociedad Anonima",4496,,"Av. De Europa S/N. Edificio 5, 0",Urb. Entre Parques,www.tasamar.es,A11860905,Jerez De La Frontera,11405,956318492,1,base.state_es_ca,base.es
res_bank_es_4497,Thader,"Thader Valoraciones, S.A.",4497,,"Av. Principal, 0","Edif. Argos, 3 A",,A73598096,Pol. Ind. Oeste - Murcia,30169,968938971,1,base.state_es_mu,base.es
res_bank_es_4498,Inst.Valor,"Instituto De Valoraciones, S.A.",4498,,"Av. Europa -Comp. Emp. Atica-, 26","Ed. 5,Pl.3 Izda",www.ivaloraciones.com,A85872646,Pozuelo De Alarcon,28224,917159446,1,base.state_es_m,base.es
res_bank_es_4499,"Aesval, Logica","Aesval, Logica De Valoraciones, S.A.",4499,,"Cl. Fruela, 12","Pl.1, 1 Y 2",www.aesval.es,A74290461,Oviedo,33007,985207640,1,base.state_es_o,base.es
res_bank_es_4630,Cbre Valuation,"Cbre Valuation Advisory, S.A.",4630,,"Pz. Pablo Ruiz Picasso, 0",Edif. Torre Picasso,,A85490217,Madrid,28020,915981900,1,base.state_es_m,base.es
res_bank_es_4631,Uve Valoracione,"Uve Valoraciones, S.A.",4631,,"Cl. Marques De La Ensenada, 16","Pl. Club, Of. 24",,A86224169,Madrid,28004,917024599,1,base.state_es_m,base.es
res_bank_es_4632,Aguirre Newman,"Aguirre Newman Valoraciones Y Tasac Iones, S.A.",4632,,"Cl. General Lacy, 23",,asesores@aguirrenewman.es,A86317567,Madrid,28045,913191314,1,base.state_es_m,base.es
res_bank_es_6802,Comercia Global,"Comercia Global Payments, Entidad De Pago, S.L.",6802,,"Cl. Provençals, 39",Torre Pujades,,B65466997,Barcelona,8019,639928027,1,base.state_es_b,base.es
res_bank_es_6806,Mundial Money,"Mundial Money Transfer, S.A.",6806,,"Cl. Santa Engracia, 141",Pl. 1 - 1,,A78697281,Madrid,28003,915360694,1,base.state_es_m,base.es
res_bank_es_6810,Herbon Envios,"Herbon Envios, E.P., S.A.",6810,,"Cl. Arboleda, 14",,,A85355865,Madrid,28031,913328268,1,base.state_es_m,base.es
res_bank_es_6812,"Money Exchange,","Money Exchange, S.A.",6812,,"Ps. Santa Maria De La Cabeza, 10",,www.moneyspain.com,A81105132,Madrid,28045,915399808,1,base.state_es_m,base.es
res_bank_es_6814,Monty Global,"Monty Global Payments, S.A.",6814,MNTYESMMXXX,"Ct. De San Vicente, 4",,www.montyglobal.com,A83949222,Madrid,28008,917011280,1,base.state_es_m,base.es
res_bank_es_6815,Moneyone Expres,"Moneyone Express Financial, S.A.",6815,,"Ps. De La Castellana, 21",Semisotano Dcha.,,A85403830,Madrid,28046,915778258,1,base.state_es_m,base.es
res_bank_es_6816,Cambitur Inter.,"Cambitur International, S.A.",6816,,"Cl. Obispo Salvador De Los Reyes, 0",Oficina 1,,A29613957,Malaga,29013,951089907,1,base.state_es_ma,base.es
res_bank_es_6817,American Expres,"American Express Foreign Exchange, S.A.",6817,,"Cl. Juan Ignacio Luca De Tena, 17",,,A82461989,Madrid,28027,915720303,1,base.state_es_m,base.es
res_bank_es_6818,Santanderenvios,"Santander Envios, S.A.",6818,,"Av. De Cantabria, 0","Edificio Pinar, Pl.1",www.santanderenvios.com,A80997877,Boadilla Del Monte,28660,912574999,1,base.state_es_m,base.es
res_bank_es_6819,Lefer Transfer,"Lefer Transfer, S.A.",6819,,"Cl. Sicilia, 0",,,A64048192,Barcelona,8013,902183018,1,base.state_es_b,base.es
res_bank_es_6820,Choice Money,"Choice Money Transfer España, S.A.",6820,,"Ps. De La Castellana, 171","Pl. 3, Pta. Izda.",www.choicemoneytransfer.es,A85642130,Madrid,28046,914251540,1,base.state_es_m,base.es
res_bank_es_6821,Diners Club,"Diners Club Spain, S.A.",6821,,"Av. De Europa, 19","Edf. 3, Pl. 1",www.dinersclub.es,A28007813,Pozuelo De Alarcon,28224,912114311,1,base.state_es_m,base.es
res_bank_es_6822,Bbva Dinero,"Bbva Dinero Express, S.A.",6822,,"Pz. Santa Barbara, 1",,www.bbvadineroexpress.com,A83439893,Madrid,28004,913744686,1,base.state_es_m,base.es
res_bank_es_6823,"Telegiros, S.A.","Telegiros, S.A.",6823,,"Rd. General Mitre, 42",Local,,A61752549,Barcelona,8017,935442374,1,base.state_es_b,base.es
res_bank_es_6824,Small World,"Small World Financial Services Spain, S.A.",6824,,"Ps. Del Club Deportivo, 1","Edf. 13, Pl. Baja",,A82414046,Pozuelo De Alarcon,28223,917581770,1,base.state_es_m,base.es
res_bank_es_6825,United Europhil,"United Europhil Ep, S.A.",6825,,"Cl. Gran Via, 62","Pl. 4, Pta. Dcha",,A79219358,Madrid,28013,914200253,1,base.state_es_m,base.es
res_bank_es_6826,Austrogiros,"Austrogiros Entidad De Pago, S.A.",6826,,"Cl. Virgen De Nieva, 1",Local,,A85508455,Madrid,28003,918298279,1,base.state_es_m,base.es
res_bank_es_6828,I Transfer,"I Transfer Money Movers Ep, S.A.",6828,,"Cl. Nieremberg, 29",Pl. Baja,,A41681545,Madrid,28002,915025800,1,base.state_es_m,base.es
res_bank_es_6831,Maccorp,"Maccorp Exact Change, S.A.",6831,,"Cl. Orense, 6",,exact-transfer.com,A79182788,Madrid,28020,915562045,1,base.state_es_m,base.es
res_bank_es_6835,Transfamerica,"Transferencias America, S.A.",6835,,"Cl. Oca, 56",,,A85565265,Madrid,28025,914627362,1,base.state_es_m,base.es
res_bank_es_6840,Moneytrans,"Moneytrans World Entidad De Pago, S.A.",6840,,"Cl. La Union, 16",,www.moneytrans.es,A92667732,Malaga,29006,952055806,1,base.state_es_ma,base.es
res_bank_es_6843,Sigue Global,"Sigue Global Services Spain, S.A.",6843,,"Cl. Bravo Murillo, 125","Pl. 1, Pta. A",,A84285071,Madrid,28020,915359851,1,base.state_es_m,base.es
res_bank_es_6845,Titanes,"Titanes Telecomunicaciones, Sociedad Anonima",6845,,"Cl. Ramon Y Cajal, 0",,www.grupotitanes.com,A50968460,Zaragoza,50003,976210654,1,base.state_es_z,base.es
res_bank_es_6849,Easy Remittance,"Easy Remittance, S.A.",6849,,"Cl. Garcia De Paredes, 84",Bajo,,A85785905,Madrid,28010,915189166,1,base.state_es_m,base.es
res_bank_es_6804,American Expres,"American Express Payment Services Limited, Sucursal En España",6804,,"Cl. Juan Ignacio Luca De Tena, 17",,,W8261677B,Madrid,28027,917437434,1,base.state_es_m,base.es
res_bank_es_6807,Safe Interenvio,"Safe Interenvios, S.A.",6807,,"Cl. Jeronima Llorente, 0",,www. safeinterenvios.com,A82443433,Madrid,28039,913353050,1,base.state_es_m,base.es
res_bank_es_6808,Fenixtransfers,"Fenixtransfers Entidad De Pago, S.A.",6808,,"Cl. Urzaiz, 53",Bajo,www.fenixtransfers.com,A36515864,Vigo,36201,986436199,1,base.state_es_po,base.es
res_bank_es_6809,Nec Money Trans,"Nec Money Transfer Entidad De Pago, Sociedad Anonima",6809,,"Cl. Amparo, 83",Local,,A86017258,Madrid,28012,914680237,1,base.state_es_m,base.es
res_bank_es_6813,Trans Fast,"Trans Fast Financial Services, S.A.",6813,,"Cl. Batalla Del Salado, 24",Bajo,www.trans-fast.eu,A83085217,Madrid,28045,915278558,1,base.state_es_m,base.es
res_bank_es_6827,Money Exp.Trans,"Money Express Transfer, S.A.",6827,,"Ps. De Las Acacias, 3","Pl. 1, Pta. A",www.metmoney.es,A60538832,Madrid,28005,915179711,1,base.state_es_m,base.es
res_bank_es_6829,Facil Envios Ep,"Facil Envios Entidad De Pago, S.A.",6829,,"Cl. Puerto De Los Leones, 2","Pl. 1, Pta. 1",,A85290344,Majadahonda,28220,916362517,1,base.state_es_m,base.es
res_bank_es_6830,"Bansamex, S.A.","Bansamex, S.A.",6830,,"Cl. Juan Ignacio Luca De Tena, 17",,,A80394075,Madrid,28027,917437189,1,base.state_es_m,base.es
res_bank_es_6832,Bpi Express,"Bpi Express Remittance Spain, S.A.",6832,,"Cl. Joaquin Costa, 50",Bajos,,A60912508,Barcelona,8001,933011537,1,base.state_es_b,base.es
res_bank_es_6833,Metro-Remittanc,"Metro-Remittance (Spain), S.A.",6833,,"Cl. Tiziano, 6",Local,,A83456905,Madrid,28020,915708749,1,base.state_es_m,base.es
res_bank_es_6834,Latin Travel,"Latin Travel Money Transfer, S.A.",6834,,"Cl. Juan Pantoja, 19",,,A83643866,Madrid,28039,915343120,1,base.state_es_m,base.es
res_bank_es_6836,Jet Peru,"Jet Peru Money Transfer, S.A.",6836,,"Cl. Reina Victoria, 18",,,A82371279,Madrid,28003,914451272,1,base.state_es_m,base.es
res_bank_es_6837,American Expres,"American Express Card España, S.A.",6837,,"Cl. Juan Ignacio Luca De Tena, 17",,,A82628041,Madrid,28027,917437189,1,base.state_es_m,base.es
res_bank_es_6839,Safetypay,"Safetypay Europe Entidad De Pago, S.A.",6839,,"Cl. Genova, 10",Pl. 4,www.safetypay.com,A86250552,Madrid,28004,902006908,1,base.state_es_m,base.es
res_bank_es_6841,Moneygram Paym,"Moneygram Payment Systems Spain, S.A.",6841,,"Pz. Carlos Trias Bertran, 4",Pl. 1,,A83064253,Madrid,28020,914188900,1,base.state_es_m,base.es
res_bank_es_6842,Ria Payment,"Ria Payment Institution, Ep, S.A.",6842,,"Cl. Cantabria, Edf. Amura, 2","Pl. 2, Pta. 1-A",,A80696792,Alcobendas,28108,917613760,1,base.state_es_m,base.es
res_bank_es_6844,Cerro Catedral,"Cerro Catedral Entidad De Pago, S.A.",6844,,"Cl. Girona, 164","Bajos, Local 3",www.cerrocat.com,A64320070,Barcelona,8037,934577287,1,base.state_es_b,base.es
res_bank_es_6846,Click Transfer,"Click Transfer, S.A.",6846,,"Cl. Hermosilla, 22",Suite 2E,,A85809291,Madrid,28001,913197979,1,base.state_es_m,base.es
res_bank_es_6848,Tempus Uk Ltd.,"Tempus Uk Ltd., Sucursal En España",6848,,"Cl. Celestino Junquera, 2, 0",Edf. San Miguel,tempus-uk.com/es/aboutus.html,W8262532H,Gijon,33202,984491452,1,base.state_es_o,base.es
res_bank_es_6805,Unitransmoney,"Universal Transfer Money On, S.A.",6805,,"Cl. Bravo Murillo, 221",Bajo Derecha,,A85149813,Madrid,28020,915707126,1,base.state_es_m,base.es
res_bank_es_6838,Change Center E,"Change Center Entidad De Pago, S.A.",6838,,"Pz. Costa Del Sol- Ed. Entreplazas, 10",Entrepl. Of. 2 - 144,www.change-center.com,A29484409,Torremolinos,29620,952389600,1,base.state_es_ma,base.es
res_bank_es_6811,Ncb Internation,"Jcb International (Europe) Limited, Sucursal En España",6811,,"Cl. Calendula, 93","Edf. E, Minipark Iii",,W0069180H,Soto Moraleja - Alcobendas,28109,917912972,1,base.state_es_m,base.es
res_bank_es_6847,Mondial Bony,"Mondial Bony Service, S.R.L., Sucursal En España",6847,,"Cl. Artistas, 19","Pl. Lc, Pta. 4",www.mondialbonyservice.it,W8262355D,Madrid,28020,915985813,1,base.state_es_m,base.es
res_bank_es_1484,Mbna,"Mbna Europe Bank Limited, Sucursal En España",1484,,"Cl. Jose Echegaray, 6",,,W0066659D,Las Rozas,28230,912714000,1,base.state_es_m,base.es
res_bank_es_1259,Wesimm,Westdeutsche Immobilienbank Ag,1259,,"Cl. Serrano, 37",Pl. 5,,N0301680E,Madrid,28001,914328032,1,base.state_es_m,base.es
res_bank_es_1261,Lgt Bank,Lgt Bank (Schweiz) Ag,1261,,"Cl. Claudio Coello, 88",Pl 1,,N0391292J,Madrid,28006,917816299,1,base.state_es_m,base.es
res_bank_es_1311,Privatbank,As Privatbank,1311,,"Cl. Belmonte De Tajo, 61",Planta Baja,www.privatbank.lv,N0541013I,Madrid,28019,912252452,1,base.state_es_m,base.es
res_bank_es_0030,Banesto,"Banco Español De Credito, S.A.",0030,ESPCESMMXXX,"Av. Gran Via De Hortaleza, 3",,www.banesto.es  www.ibanesto.com,A28000032,Madrid,28033,913381000,1,base.state_es_m,base.es
res_bank_es_0031,Etcheverria,"Banco Etcheverria, S.A.",0031,ETCHES2GXXX,". Canton Claudino Pita, 2",,www.bancoetcheverria.es,A15011885,Betanzos,15300,981220042,1,base.state_es_c,base.es
res_bank_es_0036,Santander Inv.,"Santander Investment, S.A.",0036,SABNESMMXXX,"Av. De Cantabria, 0",Ciudad Gr. Santander,,A08161507,Boadilla Del Monte,28660,912893400,1,base.state_es_m,base.es
res_bank_es_0038,Banesto Emision,"Banesto Banco De Emisiones, S.A.",0038,,"Av. Gran Via De Hortaleza, 3",,,A28027274,Madrid,28043,913383743,1,base.state_es_m,base.es
res_bank_es_0125,Bancofar,"Bancofar, S.A.",0125,BAOFESM1XXX,"Cl. Fortuny, 51",,www.bancofar.es,A45002599,Madrid,28010,917023190,1,base.state_es_m,base.es
res_bank_es_0130,B. Caixa Geral,"Banco Caixa Geral, S.A.",0130,CGDIESMMXXX,"Cl. Policarpo Sanz, 5",,www.bancocaixageral.es,A28226157,Vigo,36202,986810700,1,base.state_es_po,base.es
res_bank_es_0133,Micro Bank,"Nuevo Micro Bank, S.A.",0133,MIKBESB1XXX,"Cl. Juan Gris - Torre Centro, 0",Comple. Torres Cerda,www.microbanklacaixa.com,A65619421,Barcelona,8014,932813750,1,base.state_es_b,base.es
res_bank_es_0136,Aresbank,"Aresbank, S.A.",0136,AREBESMMXXX,"Ps. De La Castellana, 257",,www.aresbank.es,A28386191,Madrid,28046,913149595,1,base.state_es_m,base.es
res_bank_es_0138,Bankoa,"Bankoa, S.A.",0138,BKOAES22XXX,"Av. De La Libertad, 5",,www.bankoa.es,A20043717,San Sebastian,20004,943410100,1,base.state_es_ss,base.es
res_bank_es_0142,Bankpime,"Banco De La Pequeña Y Mediana Empresa, S.A.",0142,,"Cl. Pedro I Pons, 0",,www.bankpymenet.com,A08515157,Barcelona,8034,933163333,1,base.state_es_b,base.es
res_bank_es_0188,Banco Alcala,"Banco Alcala, S.A.",0188,ALCLESMMXXX,"Cl. Goya, 23",,www.bancoalcala.es,A79074274,Madrid,28001,914310976,1,base.state_es_m,base.es
res_bank_es_0198,Cooperativo,"Banco Cooperativo Español, S.A.",0198,BCOEESMMXXX,"Cl. Virgen De Los Peligros, 4",,www.ruralvia.com/bancocooperativo/,A79496055,Madrid,28013,915956700,1,base.state_es_m,base.es
res_bank_es_0200,Privat Bank,"Privat Bank Degroof, S.A.",0200,PRVBESB1XXX,"Av. Diagonal, 464",,www.privatbank.es,A58891672,Barcelona,8006,934458500,1,base.state_es_b,base.es
res_bank_es_0211,Ebn Banco,"Ebn Banco De Negocios, S.A.",0211,PROAESMMXXX,"Ps. De Recoletos, 29",,www.ebnbanco.com,A28763043,Madrid,28004,917009800,1,base.state_es_m,base.es
res_bank_es_0216,"Targobank, S.A.","Targobank, S.A.",0216,POHIESMMXXX,"Cl. Jose Ortega Y Gasset, 29",Pl. 3ª,www.targobank.es,A79223707,Madrid,28006,915902500,1,base.state_es_m,base.es
res_bank_es_0219,Marocaine Co Ex,"Banque Marocaine Du Commerce Exterieur International, S.A.",0219,BMCEESMMXXX,"Cl. Serrano, 59",,,A80754781,Madrid,28006,915756800,1,base.state_es_m,base.es
res_bank_es_0220,Finantia,"Banco Finantia Sofinloc, S.A.",0220,FIOFESM1XXX,"Av. Menendez Pelayo, 67",,www.bfs.es.,A80762941,Madrid,28009,915572300,1,base.state_es_m,base.es
res_bank_es_0223,Ge Money Bank,"General Electric Capital Bank, S.A.",0223,GEECESB1XXX,"Cl. Llull, 0",Pl. 4,www.gemoneybank.es,A08149007,Barcelona,8005,934005900,1,base.state_es_b,base.es
res_bank_es_0224,Santander Consu,"Santander Consumer Finance, S.A.",0224,SCFBESMMXXX,"Av. De Cantabria, 0",Ciudad Gr. Santander,www.santanderconsumerfinance.es,A28122570,Boadilla Del Monte,28660,912574930,1,base.state_es_m,base.es
res_bank_es_0225,Banco Cetelem,"Banco Cetelem, S.A.",0225,FIEIESM1XXX,"Cl. Retama, 3",Pl. 3-2,www.bancocetelem.es,A78650348,Madrid,28045,913370700,1,base.state_es_m,base.es
res_bank_es_0226,Ubs Bank,"Ubs Bank, S.A.",0226,UBSWESMMXXX,"Cl. Maria De Molina, 4",,www.ubs.es,A82356049,Madrid,28006,917457000,1,base.state_es_m,base.es
res_bank_es_2421,La General,Caja General De Ahorros De Granada,2421,,"Av. Fernando De Los Rios, 6",,www.cajagranada.es,G18000802,Granada,18006,958244500,1,base.state_es_gr,base.es
res_bank_es_2419,Unnim,"Caixa D'Estalvis Unio De Caixes De Manlleu, Sabadell I Terrassa",2419,,"Pz. Cataluña, 9",Pl. 6-7,www.unnim.es,G65345886,Barcelona,8002,937397000,1,base.state_es_b,base.es
res_bank_es_2420,Ibercaja,"Caja De Ahorros Y Monte De Piedad De Zaragoza, Aragon Y Rioja (Ibercaja)",2420,,"Pz. Basilio Paraiso, 2",,www.ibercaja.es,G50000652,Zaragoza,50008,976767676,1,base.state_es_z,base.es
res_bank_es_2426,Unicaja,"Monte De Piedad Y Caja De Ahorros De Ronda, Cadiz, Almeria, Malaga, Antequera Y Jaen (Unicaja)",2426,,"Av. De Andalucia, 0",,www.unicaja.es,G93040566,Malaga,29007,952138000,1,base.state_es_ma,base.es
res_bank_es_3005,C.R. Central,"Caja Rural Central, Sociedad Cooperativa De Credito",3005,BCOEESMM005,"Cl. Jose Maria Sarget, 29",,www.ruralcentral.es,F03014677,Orihuela,3300,966740001,1,base.state_es_a,base.es
res_bank_es_3007,C.R. De Gijon,"Caja Rural De Gijon, Cooperativa De Credito",3007,BCOEESMM007,"Ps. Infancia, 10",,www.ruralvia.com/gijon,F33604455,Gijon,33207,985180401,1,base.state_es_o,base.es
res_bank_es_3008,C.R. De Navarra,"Caja Rural De Navarra, S. Coop. De Credito",3008,BCOEESMM008,"Pz. De Los Fueros, 1",,www.ruralvia.com/navarra,F31021611,Pamplona,31003,948168100,1,base.state_es_na,base.es
res_bank_es_3017,Caja Soria,"Caja Rural De Soria, Sociedad Cooperativa De Credito",3017,BCOEESMM017,"Cl. Diputacion, 1",,www.ruralvia.com/soria,F42001255,Soria,42002,975212840,1,base.state_es_so,base.es
res_bank_es_3018,C.R.R.S.Agustin,"Caja Rural Regional San Agustin Fuente Alamo Murcia, Sociedad Cooperativa De Credito",3018,BCOEESMM018,". Gran Via, 1",,www.ruralregional.es,F30603476,Fuente Alamo,30320,968597211,1,base.state_es_mu,base.es
res_bank_es_3022,Caja Cega,"Caja Rural De Fuentepelayo, Sociedad Cooperativa De Credito",3022,,"Pz. Fuente, 12",,www.cajarural.com/rurales/3022,F40052029,Fuentepelayo,40260,921574053,1,base.state_es_sg,base.es
res_bank_es_3025,C. D'Enginyers,"Caixa De Credit Dels Enginyers- Caja De Credito De Los Ingenieros, S. Coop. De Credito",3025,CDENESBBXXX,". Via Layetana, 39",,www.caja-ingenieros.es,F08216863,Barcelona,8003,933106000,1,base.state_es_b,base.es
res_bank_es_3063,C.R. De Cordoba,"Caja Rural De Cordoba, Sociedad Cooperativa De Credito",3063,BCOEESMM063,"Rd. Los Tejares, 36",,www.ruralvia.com/cordoba,F14012892,Cordoba,14008,957211800,1,base.state_es_co,base.es
res_bank_es_3067,C.R. Jaen,"Caja Rural De Jaen, Barcelona Y Madrid, Sociedad Cooperativa De Credito",3067,BCOEESMM067,"Cl. El Condado, Manzana 23, 0",Pq. C. Tecno. Geolit,www.ruralvia.com/jaen,F23009145,Mengibar,23620,953210100,1,base.state_es_j,base.es
res_bank_es_3080,C.R. De Teruel,"Caja Rural De Teruel, Sociedad Cooperativa De Credito",3080,BCOEESMM080,"Pz. Carlos Castel, 14",,www.cajarural.com/teruel/       home.html,F44002756,Teruel,44001,978617100,1,base.state_es_te,base.es
res_bank_es_3081,Caja R.Castilla,"Caja Rural De Castilla-La Mancha, Sociedad Cooperativa De Credito",3081,BCOEESMM081,"Cl. Mejico, 2",,www.cajaruralcastillalamancha.es,F45003993,Toledo,45004,925269600,1,base.state_es_to,base.es
res_bank_es_3084,Ipar Kutxa,"Ipar Kutxa Rural, S. Coop. De Credito",3084,CVRVES2BXXX,"Cl. Arenal, 4",,www.iparkutxa.es,F48046742,Bilbao,48005,944065200,1,base.state_es_bi,base.es
res_bank_es_3089,C.R.Baena,Caja Rural De Baena Ntra. Sra. De Guadalupe Sociedad Cooperativa De Credito Andaluza,3089,BCOEESMM089,"Cl. Rafael Onieva Ariza, 32",,www.ruralvia.com/baena/,F14016166,Baena,14850,957670772,1,base.state_es_co,base.es
res_bank_es_3095,C.R. S.Roque,Caja Rural San Roque De Almenara S.Coop. De Credito V.,3095,CCRIES2A095,"Cl. Doctor Berenguer, 4",,www.ruralvia.com/almenara,F12013306,Almenara,12590,962610054,1,base.state_es_cs,base.es
res_bank_es_3096,C.R. L'Alcudia,"Caixa Rural De L'Alcudia, Sociedad Cooperativa Valenciana De Credito",3096,BCOEESMM096,"Av. Verge De L'Oreto, 2",,,F46043790,L'Alcudia,46250,962540166,1,base.state_es_v,base.es
res_bank_es_3104,C.R.Cañete,Caja Rural De Cañete De Las Torres Ntra.Sra.Del Campo Sociedad Cooperativa Andaluza De Credito,3104,BCOEESMM104,"Cl. Molino, 2",,,F14011407,Cañete De Las Torres,14660,957183031,1,base.state_es_co,base.es
res_bank_es_3105,Caixacallosa,"Caixa Rural De Callosa D'En Sarria, Cooperativa De Credito Valenciana",3105,CCRIES2A105,"Av. Jaime I, 1",,www.ruralvia.com/callosa,F03042595,Callosa D'En Sarria,3510,965880058,1,base.state_es_a,base.es
res_bank_es_3113,San Jose Alcora,Caja Rural San Jose De Alcora S. Coop. De Credito V.,3113,BCOEESMM113,"Cl. San Francisco, 14",,www.ruralvia.com/alcora,F12013272,Alcora,12110,964360976,1,base.state_es_cs,base.es
res_bank_es_3114,C.R. Castellon,"Caja Rural Castellon - S. Isidro, S. Coop. De Credito V.",3114,,"Cl. Gasset, 1",,www.crcs.es,F12013355,Castellon De La Plana,12001,964723200,1,base.state_es_cs,base.es
res_bank_es_3115,Cr N. Madre Sol,"Caja Rural 'Nuestra Madre Del Sol', S. Coop. Andaluza De Credito",3115,BCOEESMM115,"Cl. Alto Guadalquivir, 4",,,F14011399,Adamuz,14430,957166028,1,base.state_es_co,base.es
res_bank_es_3117,C.R.D'Algemesi,"Caixa Rural D'Algemesi, S. Coop. V. De Credit",3117,BCOEESMM117,"Cl. San Jose De Calasanz, 6",,www.cajarural.com/rurales/3117,F46043782,Algemesi,46680,962488030,1,base.state_es_v,base.es
res_bank_es_3119,C.R. S. Jaime,Caja Rural San Jaime De Alquerias Niño Perdido S. Coop. De Credito V.,3119,CCRIES2A119,"Cl. Jaime Chicharro, 24",,,F12013298,Alquerias Niño Perdido,12539,964591717,1,base.state_es_cs,base.es
res_bank_es_8612,"Creusa, Efc","Comerciantes Reunidos Del Sur, S.A., Establecimiento Financiero De Credito",8612,,"Pz. Tendillas, 1",Pl. 1,,A14018014,Cordoba,14002,957479784,1,base.state_es_co,base.es
res_bank_es_8620,Pastor Serfin,"Pastor Servicios Financieros, Establecimiento Financiero De Credito, S.A.",8620,,"Cl. Canton Pequeño, 1",,www.pastorserfin.com,A28197036,A Coruña,15003,981779280,1,base.state_es_c,base.es
res_bank_es_8640,Fga Capital Spa,"Fga Capital Spain, Establecimiento Financiero De Credito, S.A.",8640,,"Cr. M-300, 0",,,A28655348,Alcala De Henares,28802,918853446,1,base.state_es_m,base.es
