COD_TIPO,COD_BE,ORD_TIPO,NOMBRE50,NOMBRE105,OBSERVACIONES,CODIGOCIF,SIGLAVIA,NOMBREVIA,NUMEROVIA,RESTODOM,CODPOSTAL,POBLACION,PROVINCIA,CODPAIS,SERVTASA,TELEFONO,PENDBAJA,NUMFAX,DIRINTERNET,FCHBAJA,MOTBAJA,CODENTSUC,FECHACTUALIZA,FECHAALTA,CODAUT,CODPROV,NOMCOMERCIAL,INDICATIVONC,BIC,NOMENTMATRIZ,DIRENTMATRIZ,LOCENTMATRIZ,CPENTMATRIZ,TELENTMATRIZ,FAXENTMATRIZ,INTERNETENTMATRIZ,COD_AUTONOMIA,NOMBRE105_ENT_SUC,NOMBRE35,ANAGRAMA
SECC,1474,90105,"CITIBANK INTERNATIONAL PLC, S.E.","CITIBANK INTERNATIONAL PLC, SUCURSAL EN ESPAÑA",,W0066134H,CL,JOSE ORTEGA Y GASSET,29,EDIFICIO BEATRIZ,28006,MADRID,,GB,N,915384100,,915784412,,,,0000,22/09/2011,20/12/2000,,28,,N,CITIESMXXXX,CITIBANK INTERNATIONAL PLC,"336, STRAND",LONDON WC2R 1HB,,,,,12,,"CITIBANK INTERNATIONAL PLC, S.E.",CITIBANK INTER.
SECC,1480,90105,"VOLKSWAGEN BANK GMBH, S.E.","VOLKSWAGEN BANK GMBH, SUCURSAL EN ESPAÑA",,W0042741I,AV,DE BRUSELAS,34,,28108,ALCOBENDAS,MADRID,DE,,914535100,,914535273,WWW.VWBSTOCK.COM,,,0000,14/09/2010,03/12/2001,,28,,N,VOWAES21XXX,VOLKSWAGEN BANK GMBH,"GIFHORNER STRASSE, 57",D-38112 BRAUNSCHWEIG,,,,,12,,"VOLKSWAGEN BANK GMBH, S.E.",VOLKSWAGEN BANK
SECC,1481,90105,"BANCO MAIS, S.A. (ESPANHA), S.E.","BANCO MAIS, S.A. (ESPANHA), SUCURSAL EN ESPAÑA",,W0101570J,AV,DEL PARTENON,16-18,CAMPO NACIONES,28042,MADRID,,PT,,913848400,,913848401,,,,0000,14/09/2010,05/12/2001,,28,,N,,"BANCO MAIS, S.A.","RUA SOCIRO PEREIRA GOMES, 7, SALA 2",1649-002 LISBOA,,,,,12,,"BANCO MAIS, S.A. (ESPANHA), SE",BANCO MAIS
SECC,1482,90105,"JOHN DEERE BANK, S.A., S.E.","JOHN DEERE BANK, S.A., SUCURSAL EN ESPAÑA",,N1181021E,,BULEVAR JOHN DEERE,2,,28984,PARLA,MADRID,LU,,916009558,,916009516,,,,0000,22/02/2010,08/04/2002,,28,,N,,"JOHN DEERE BANK, S.A.",43 AVENUE JOHN F. KENNEDY                                        BP 1685,L-1016 LUXEMBOURG,,,,,12,,"JOHN DEERE BANK, S.A., S.E.",JOHN DEERE
SECC,1489,90105,"HYPO REAL ESTATE BANK INTERNATIONAL, S.E.","HYPO REAL ESTATE BANK INTERNATIONAL, SUCURSAL EN ESPAÑA",,N0071547D,PS,DE LA CASTELLANA,35,,28046,MADRID,,IE,,915950432,,915329748,,12/01/2006,POR CIERRE CON TRANSMISION GLOBAL DE ACTIVOS Y PASIVOS A,1501,06/03/2008,12/11/2003,,28,,N,,HYPO REAL ESTATE BANK INTERNATIONAL,"INTERNATIONAL HOUSE, 3                                           HARBOURMASTER PLACE, IFSC",DUBLIN,,,,,12,"WÜRTTEMBERGISCHE HYPOTHEKENBANK AG, SUCURSAL EN ESPAÑA",HYPO REAL ESTATE BANK INTERN. S.E.,HYPO REAL
SECC,1491,90105,"TRIODOS BANK, N.V., S.E.","TRIODOS BANK, N.V., S.E.",,W0032597G,CL,JOSE ECHEGARAY,5,PQ. EMP.LAS ROZAS,28230,LAS ROZAS,MADRID,NL,,916404684,,916405444,WWW.TRIODOS.ES,,,0000,04/10/2010,26/04/2004,,28,,N,TRIOESMMXXX,"TRIODOS BANK, N.V.",3704 HE ZEIST,UTRECHTSEWEG 60,,,,,12,,"TRIODOS BANK, N.V., S.E.",TRIODOS BANK
SECC,1492,90105,"BNP PARIBAS LEASE GROUP, S.A. S.E.",BNP PARIBAS LEASE GROUP S.A. SUCURSAL EN ESPAÑA,,W0013547E,CL,RETAMA,3,,28045,MADRID,,FR,,914682048,,915273975,,,,0000,01/01/2009,20/05/2004,,28,BNP PARIBAS,S,,"BNP PARIBAS LEASE GROUP, S.A.",46-52 RUE ARAGO,92800 PUTEAUX,,,,,12,,"BNP PARIBAS LEASE GROUP, S.A. S.E.",BNP PARIBAS
SECC,1493,90105,"CAIXA BANCO DE INVESTIMENTO, S.A., S.E.","CAIXA BANCO DE INVESTIMENTO, S.A. SUCURSAL EN ESPAÑA",,W0101947J,PS,DE LA CASTELLANA,21,PL. 1 IZDA.,28046,MADRID,,PT,,917450540,,915639559,,,,0000,14/09/2010,29/10/2004,,28,,N,,"CAIXA BANCO DE INVESTIMENTO, S.A.","RUA BARATA SALGUEIRO, 33",LISBOA,,,,,12,,"CAIXA BANCO DE INVESTIMENTO,SA, SE",CAIXABI
SECC,1496,90105,"GENEFIM, S.E.","GENEFIM, SUCURSAL EN ESPAÑA",,N0011685E,PZ,PABLO RUIZ PICASSO,1,TORRE PICASSO,28020,MADRID,,FR,,915893967,,915893976,,,,0000,01/01/2009,23/06/2005,,28,,N,,GENEFIM,29 BOULEVARD HAUSSMANN,PARIS (75009),,,,,12,,"GENEFIM, S.E.",GENEFIM
SECC,1494,90105,"INTESA SANPAOLO S.P.A., S.E.","INTESA SANPAOLO S.P.A., SUCURSAL EN ESPAÑA",,W0051962I,PS,DE LA CASTELLANA,31,"EDIF. PIRAMIDE, 7ç A",28046,MADRID,,IT,,913106330,,913197722,,,,0000,14/02/2012,19/11/2004,,28,,N,BCITESMMXXX,INTESA SANPAOLO S.P.A.,"PIAZZA SAN CARLO, 156",TURIN,,,,,12,,"INTESA SANPAOLO S.P.A., S.E.",INTESA SANPAOLO
SECC,1495,90105,"CIT GROUP (NORDIC) AB, S.E.","CIT GROUP (NORDIC) AB, SUCURSAL EN ESPAÑA",,W0301848H,AV,EUROPA,19,"EDIF. III, PL. 2 A",28224,POZUELO DE ALARCON,MADRID,SE,,913834647,,913834658,,29/08/2011,POR CIERRE,0000,29/08/2011,07/02/2005,,28,,N,,CIT GROUP (NORDIC) AB,"REGUS BUSINESS CENTRE, FRÖUNDAVIKS ALLE, 15",169 79 SOLNA,,,,,12,,"CIT GROUP (NORDIC) AB, S.E.",CIT GROUP
SECC,1497,90105,"BANCO ESPIRITO SANTO DE INVESTIMENTO, S.A., S.E.","BANCO ESPIRITO SANTO DE INVESTIMENTO, S.A., SUCURSAL EN ESPAÑA",,W0102170H,CL,SERRANO,88,PL. 4,28006,MADRID,,PT,,0,,0,,,,0000,14/09/2010,01/08/2005,,28,,N,ESSIESMMXXX,"BANCO ESPIRITO SANTO DE            INVESTIMENTO, S.A.","RUA ALEXANDRE HERCULANO, 38",1269-161 LISBOA,,,,,12,,BANCO ESPIRITO SANTO INVESTIMENTO,BESI
SECC,1498,90105,"UNICREDIT BANK AG, S.E.","UNICREDIT BANK AG, SUCURSAL EN ESPAÑA",,W0032965F,CL,MONTALBAN,7,,28014,MADRID,,DE,,913083051,,913198671,,08/02/2011,POR CIERRE,0000,08/02/2011,03/08/2005,,28,,N,,"UNICREDIT BANK AG,",KARDINAL-FAULHABER STRASSE 1,80333 MUNICH,,,,,12,,"UNICREDIT BANK AG, S.E.",UNICREDIT BANK
SECC,1499,90105,"CLAAS FINANCIAL SERVICES, S.A.S., S.E.","CLAAS FINANCIAL SERVICES, S.A.S., SUCURSAL EN ESPAÑA",,W0014060H,CL,RETAMA,3,,28045,MADRID,,FR,,914682048,,915300019,,,,0000,01/01/2009,11/10/2005,,28,,N,,"CLAAS FINANCAL SERVICES, S.A.S.","46/52 RUE ARAGO, LE MéTROPOLE - LA DEFENSE",92800 PUTEAUX (HAUTS-DE-SIENE),,,,,12,,"CLAAS FINANCIAL SERVICES, S.A.S.,SE",CLAAS FINANCIAL
SECC,1500,90105,"NATIXIS LEASE S.A., S.E.","NATIXIS LEASE, S.A., SUCURSAL EN ESPAÑA",,W0013984J,PS,DE RECOLETOS,7-9,PL. 6,28004,MADRID,,FR,,918374717,,918374733,,,,0000,01/01/2009,20/10/2005,,28,,N,,"NATIXIS LEASE, SOCIETE ANONYME",115 RUE MONTMARTRE,75002 PARIS,,,,,12,,"NATIXIS LEASE S.A., S.E.",NATIXIS LEASE
SECC,1501,90105,"DEUTSCHE PFANDBRIEFBANK AG, S.E.","DEUTSCHE PFANDBRIEFBANK AG, SUCURSAL EN ESPAÑA",,W0046318B,CL,MONTESQUINZA,30,PL. 4,28010,MADRID,,DE,,913493200,,913493320,,,,0000,16/12/2010,17/02/2009,,28,,N,,DEUTSCHE PFANDBRIEFBANK AG,VON-DER-TANN-STRABE 2,D-80539 MÜNCHEN,,,,,12,,"DEUTSCHE PFANDBRIEFBANK AG, S.E.",DEUTSCHE PFANDB
SECC,1502,90105,"IKB DEUTSCHE INDUSTRIEBANK AG, S.E.","IKB DEUTSCHE INDUSTRIEBANK AG, SUCURSAL EN ESPAÑA",,W0044204F,PS,DE LA CASTELLANA,9-11,,28046,MADRID,,DE,,917001063,,917001463,,,,0000,06/07/2011,17/05/2006,,28,,N,IKBDESM1XXX,IKB DEUTSCHE INDUSTRIEBANK AG,"WILHELM-BOTZKES-STRASSE, 1",40474 DUSSELDORF,,,,,12,,"IKB DEUTSCHE INDUSTRIEBANK AG, S.E.",IKB DEUTSCHE
SECC,1503,90105,"IXIS CORPORATE & INVESTMENT BANK, S.A., S.E.","IXIS CORPORATE & INVESTMENT BANK, S.A., SUCURSAL EN ESPAÑA",,N0014367G,PS,DE RECOLETOS,7-9,,28004,MADRID,,FR,,918374700,,918374780,,24/04/2008,POR CIERRE CON APORTACION DE SUS ACTIVOS Y PASIVOS A,1479,24/04/2008,23/06/2006,,28,,N,,IXIS CORPORATE & INVESTMENT BANK,47 QUAI D'AUSTERLITZ,PARIS,,,,,12,"NATIXIS, S.A., SUCURSAL EN ESPAÑA",IXIS CORPORATE & INVESTMENT BANK,IXIS
SECC,1504,90105,"HONDA BANK GMBH, S.E.","HONDA BANK GMBH, SUCURSAL EN ESPAÑA",,W0044283J,CL,LA SELVA,4,URB. MAS BLAU,8820,EL PRAT DE LLOBREGAT,BARCELONA,DE,,933780082,,933780011,,,,0000,14/09/2010,27/07/2006,,8,,N,,HONDA BANK GMBH,HANAUER LANDSTR. 222-224,60314 FRANKFURT AM MAIN,,,,,9,,"HONDA BANK GMBH, S.E.",HONDA BANK
SECC,1505,90105,"EUROPE ARAB BANK PLC, S.E.","EUROPE ARAB BANK PLC, SUCURSAL EN ESPAÑA",,W0068902F,PS,DE LA CASTELLANA,31,PL. BAJA,28046,MADRID,,GB,,913084290,,913086484,,,,0000,01/01/2009,08/09/2006,,28,,N,ARABESMMXXX,EUROPE ARAB BANK PLC,15 MOORGATE,LONDON EC 24 6LP,,,,,12,,"EUROPE ARAB BANK PLC, S.E.",EUROPE ARAB BAN
SECC,1506,90105,"MERRILL LYNCH INTERNATIONAL BANK LTD., S.E.","MERRILL LYNCH INTERNATIONAL BANK LIMITED, SUCURSAL EN ESPAÑA",,W0071747J,PZ,PABLO RUIZ PICASSO,1,TORRE PICASSO,28020,MADRID,,IE,,915143000,,915143001,,,,0000,01/01/2009,22/09/2006,,28,,N,MLCBESM1XXX,MERRILL LYNCH INTERNATIONAL BANK   LIMITED,"TREASURY BUILDING, LOWER GRAND CANAL STREET",DUBLIN 2,,,,,12,,"MERRILL LYNCH INTERNAT.BANK LTD.,SE",MERRILL LYNCH
SECC,1507,90105,"ING BANK N.V., S.E.","ING BANK N.V., SUCURSAL EN ESPAÑA",,W0033371F,CL,GENOVA,27,PL. 4,28004,MADRID,,NL,,917898870,,917895190,,27/12/2010,POR CIERRE,0000,27/12/2010,28/11/2006,,28,,N,,ING BANK NV,AMSTELVEENSEWEG 500,"1081 KL, AMSTERDAM",,,,,12,,"ING BANK N.V., S.E.",ING BANK NV
SECC,1508,90105,"RCI BANQUE, S.A., S.E.","RCI BANQUE, S.A., SUCURSAL EN ESPAÑA",,W0014596A,AV,DE BURGOS,89-A,,28050,MADRID,,FR,,902137137,,913794415,,,,0000,11/03/2010,28/12/2006,,28,,N,,RCI BANQUE,14 AVENUE DU PAVE NEUF,93168 NOISY-LE-GRAND CEDEX,,,,,12,,"RCI BANQUE, S.A., S.E.",RCI BANQUE
SECC,1509,90105,"BANCO PRIMUS, S.A., S.E.","BANCO PRIMUS, S.A., SUCURSAL EN ESPAÑA",,W0102570I,AV,"DE LA VEGA, 1. ED. VEGANOVA",ED. 2,PL. 2 - ESTE/OESTE,28108,ALCOBENDAS,MADRID,PT,,911781100,,914905338,WWW.BANCOPRIMUS.ES,,,0000,01/01/2009,19/01/2007,,28,,N,,"BANCO PRIMUS, S.A.","QUINTA DA FONTE - ED. DON JOAO I, 1A                             FREGUESIA DE PAÇO DOS ARCOS",2770-192 PAÇO DOS ARCOS. CONCELHO D,E OEIRAS,,,,12,,"BANCO PRIMUS, S.A., S.E.",BANCO PRIMUS
SECC,1510,90105,SAXO BANK A/S S.E.,SAXO BANK A/S SUCURSAL EN ESPAÑA,,W0081547B,PS,DE LA CASTELLANA,42,PL. 2,28046,MADRID,,DK,,910020940,,910020946,WWW.SAXOTRADER.ES,,,0000,25/01/2012,07/02/2007,,28,,N,,SAXO BANK A/S,"PHILIP HEYMANS ALLE, 15",DK-2900 HELLERUP,,,,,12,,SAXO BANK A/S S.E.,SAXO BANK A/S
SECC,1511,90105,"KBC BANK NV, S.E.","KBC BANK NV, SUCURSAL EN ESPAÑA",,W0021873E,CL,ANABEL SEGURA,10,,28108,ALCOBENDAS,MADRID,BE,,914904514,,914904521,,04/08/2011,POR CIERRE,0000,08/08/2011,22/02/2007,,28,,N,,KBC BANK NV,HAVELAAN 2-1080                                                  SINT JANS-MOLENBEEK,BRUSELAS,,,,,12,,"KBC BANK NV, S.E.","KBC BANK NV,SE"
SECC,1512,90105,"ELAVON FINANCIAL SERVICES LIMITED, S.E.","ELAVON FINANCIAL SERVICES LIMITED, SUCURSAL EN ESPAÑA",,W0071818I,CL,ANTONIO GONZALEZ ECHARTE,1,EDIF. HANSA URBANA,28029,MADRID,,IE,,914176946,,915562880,,,,0000,02/03/2009,06/06/2007,,28,,N,,ELAVON FINANCIAL SERVICES LIMITED,"FIRST FLOOR, FITZWILTON HOUSE, WILTON PLACE",DUBLIN 2,,,,,12,,ELAVON FINANCIAL SERVICES LIMITED,ELAVON
SECC,1513,90105,"CAIXA GERAL DE DEPOSITOS, S.A. SUCURSAL EN ESPAÑA","CAIXA GERAL DE DEPOSITOS, S.A. SUCURSAL EN ESPAÑA",,W0103739I,CL,JUAN IGNACIO LUCA DE TENA,1,,28027,MADRID,,PT,,913099023,,913209275,,,,0000,04/05/2012,22/06/2007,,28,,N,,"CAIXA GERAL DE DEPOSITOS, S.A.","AVENIDA JOÁO XXI, 63",1000-300 LISBOA,,,,,12,,"CAIXA GERAL DE DEPOSITOS, S.A. SE",CAIXA GERAL SE
SECC,1514,90105,"CNH FINANCIAL SERVICES, S.E.","CNH FINANCIAL SERVICES, SUCURSAL EN ESPAÑA",,W0103662C,AV,JOSE GARATE,11,,28820,COSLADA,MADRID,FR,,916603800,,916602260,,,,0000,01/01/2009,25/06/2007,,28,,N,,"CNH FINANCIAL SERVICES, S.A.S.",5 RUE BELLINI,29800 PUTEAUX,,,,,12,,"CNH FINANCIAL SERVICES, S.E.",CNH
OR,1101,121100,BANCO NACIONAL DE MEXICO,BANCO NACIONAL DE MEXICO,,A4121051I,CL,SERRANO,41,PL. 6,28001,MADRID,,ES,,914311482,,914311853,,04/11/1997,POR CIERRE,0000,06/03/2008,09/05/1996,,28,,N,,,,,,,,,12,,BANCO NACIONAL DE MEXICO,BANCO DE MEXICO
SECC,1516,90105,"J.P. MORGAN INTERNATIONAL BANK LIMITED, S.E.","J.P. MORGAN INTERNATIONAL BANK LIMITED, SUCURSAL EN ESPAÑA",,W0069849H,CL,JOSE ORTEGA Y GASSET,29,,28006,MADRID,,GB,,915161200,,915161616,,,,0000,01/01/2009,27/09/2007,,28,,N,,J.P. MORGAN INTERNATIONAL BANK     LIMITED,125 LONDON WALL,LONDRES EC2Y 5AJ,,,,,12,,J.P. MORGAN INTERNATIONAL BANK LTD.,JP MORGAN INT
SECC,1517,90105,"LANDSBANKI ISLANDS HF,(LIQUIDACION)SE","LANDSBANKI ISLANDS HF, (EN LIQUIDACION) SUCURSAL EN ESPAÑA",,W0241041C,CL,ALCALA,95,PL. 2,28009,MADRID,,IS,,914365100,,0,,28/01/2009,POR CIERRE,0000,28/01/2009,25/10/2007,,28,,N,,LANDSBANKI ISLANDS HF,AUSTURSTRAETI,155 REYKJAVIK,,,,,12,,"LANDSBANKI ISLANDS HF,LIQ.SE-",LANDSBANKI
SECC,1518,90105,"DEPFA BANK PLC, S.E.","DEPFA BANK PLC, SUCURSAL EN ESPAÑA",,W0071908H,CL,MONTE ESQUINZA,30,,28010,MADRID,,IE,,917004640,,913100791,,24/05/2011,POR CIERRE,0000,24/05/2011,26/11/2007,,28,,N,,DEPFA BANK PLC,"1, COMMONS STREET",DUBLIN 1,,,,,12,,"DEPFA BANK PLC, S.E.",DEPFA BANK PLC
SECC,1519,90105,"SVENSKA HANDELSBANKEN AB, S.E.","SVENSKA HANDELSBANKEN AB, SUCURSAL EN ESPAÑA",,W0302113F,CL,LEGANITOS,47,PL. 10,28013,MADRID,,SE,,915383200,,915933445,,15/02/2011,POR CIERRE,0000,15/02/2011,28/12/2007,,28,,N,,SVENSKA HANDELSBANKEN AB,KUNGSTRADGARDSGATAN 2,ESTOCOLMO,,,,,12,,"SVENSKA HANDELSBANKEN AB, S.E.",SVENSKA HANDELS
SECC,1520,90105,"MEDIOBANCA, S.E.","MEDIOBANCA, SUCURSAL EN ESPAÑA",,W0053354G,CL,JORGE MANRIQUE,12,,28006,MADRID,,IT,,915158100,,915158254,,,,0000,01/01/2009,14/01/2008,,28,,N,,"MEDIOBANCA BANCA DI CREDITO        FINANZIARIO, S.P.A.","PIAZZETTA ENRICO CUCCIA, 1                                       CAP 20121",MILAN,,,,,12,,"MEDIOBANCA, S.E.","MEDIOBANCA, S.E"
SECC,1521,90105,"BINCKBANK NV, S.E.","BINCKBANK NV, SUCURSAL EN ESPAÑA",,W0034369I,CR,"DE CADIZ KM. 178'7, LOCAL 15",,UR. MARBELLA REAL,29602,MARBELLA,MALAGA,NL,,952924011,,952924398,,,,0000,01/01/2009,20/02/2008,,29,,N,,BINCKBANK NV,"VIJZELSTRAAT, 20",1017 HK AMSTERDAM,,,,,1,,"BINCKBANK NV, S.E.",BINCKBANK
SECC,1522,90105,"EFG BANK (LUXEMBOURG) S.A., S.E.","EFG BANK (LUXEMBOURG) S.A., SUCURSAL EN ESPAÑA",,W0181636B,CL,JOAQUIN COSTA,26,,28002,MADRID,,LU,,913089370,,915760964,,,,0000,15/01/2009,03/03/2008,,28,,N,EFGBESMMXXX,EFG BANK (LUXEMBOURG) S.A.,"14, ALLEE MARCONI",L-2120 LUXEMBURGO,,,,,12,,"EFG BANK (LUXEMBOURG) S.A., S.E.",EFG BANK (LUXEM
SECC,1523,90105,"MERCEDES-BENZ BANK AG, SUCURSAL EN ESPAÑA","MERCEDES-BENZ BANK AG, SUCURSAL EN ESPAÑA",,W0045551I,AV,DE BRUSELAS,30,,28108,ALCOBENDAS,MADRID,DE,,914846000,,914846001,,,,0000,01/01/2009,19/03/2008,,28,,N,,MERCEDES-BENZ BANK AG,SIEMENSSTR. 7,70469 STUTTGART,,71125740,71125748005,WWW.DAILERCHRYSLER-BANK.COM,12,,"MERCEDES-BENZ BANK AG, S.E.",MERCEDES-BENZ B
SECC,1524,90105,"UBI BANCA INTERNATIONAL, S.A., S.E.","UBI BANCA INTERNATIONAL, S.A., SUCURSAL EN ESPAÑA",,W1081236J,PS,CASTELLANA,259,TORRE ESPACIO PL. 45,28046,MADRID,,LU,,913344061,,913344062,,,,0000,09/02/2009,15/04/2008,,28,,N,UBIBESMMXXX,"UBI BANCA INTERNATIONAL, S.A.","47 BOULEVARD DU PRINCE HENRI,",L-1724 LUXEMBURGO,,,,,12,,"UBI BANCA INTERNATIONAL, S.A., S.E.",UBI BANCA
SECC,1526,90105,"CLOSE BROTHERS LIMITED, S.E.","CLOSE BROTHERS LIMITED, SUCURSAL EN ESPAÑA",,W0060282A,PS,DE LA CASTELLANA,95,PL.15A TORRE EUROPA,28046,MADRID,,GB,,914187910,,0,WWW.CLOSEFS.ES,,,0000,01/01/2009,06/05/2008,,28,,N,,CLOSE BROTHERS LIMITED,10 CROWN PLACE,LONDRES,EC2A 4FT,,,,12,,"CLOSE BROTHERS LIMITED, S.E.",CLOSE BROTHERS
SECC,1527,90105,"KAUPTHING BANK HF, (EN CONCURSO) S.E.","KAUPTHING BANK HF, (EN CONCURSO) SUCURSAL EN ESPAÑA",,W0241054F,PS,DE LA CASTELLANA,135,PL. 8,28046,MADRID,,IS,,0,,0,WWW.KAUPTHING.ES,17/04/2009,POR CIERRE,0000,17/04/2009,23/06/2008,,28,,N,,KAUPTHING BANK HF,"BORGARTUNI, 19",105 REYKJAVIK,,,,,12,,"KAUPTHING BANK HF,(EN CRSO.) SE",KAUPTHING BANK
SECC,1528,90105,"JCB FINANCE, S.A.S., S. E.","JCB FINANCE, S.A.S., SUCURSAL EN ESPAÑA",,W0015663H,CL,RETAMA,3,,28045,MADRID,,FR,,914682048,,915273975,,,,0000,26/09/2008,26/09/2008,,28,,N,,"JCB FINANCE, S.A.S.","46/52 RUE ARAGO, LE METREPOLE-LA DEFENSE",92800 PUTEAUX (HAUTS-DE SEINE),,,,,12,,"JCB FINANCE, S.A.S., S. E.",JCB FINANCE
SECC,1529,90105,"MCE BANK GMBH, S.E.","MCE BANK GMBH, SUCURSAL EN ESPAÑA",,W0046152E,CL,FRANCISCO GERVAS,4,,28108,ALCOBENDAS,MADRID,DE,,914903035,,913873425,,,,0000,12/11/2008,12/11/2008,,28,,N,,MCE BANK GMBH,,65439 FLÖRSHEIM,,,,,12,,"MCE BANK GMBH, S.E.",MCE BANK
SECC,1534,90105,"KBL EUROPEAN PRIVATE BANKERS, S.A. S.E.","KBL EUROPEAN PRIVATE BANKERS, S.A., SUCURSAL EN ESPAÑA",,W0182154E,CL,SERRANO,57,,28006,MADRID,,LU,,914232200,,914232270,,,,0000,22/06/2011,30/11/2009,,28,,N,KBLXESMMXXX,"KBL EUROPEAN PRIVATE BANKERS, S.A.,",43 BOULEVARD ROYAL,L-2955 LUXEMBURGO,,35247972320,352479773900,,12,,"KBL EUROPEAN PRIV. BANK.,S.A,S.E.",KBL BANKERS
SECC,1535,90105,"AKF BANK GMBH & CO KG, S.E.","AKF BANK GMBH & CO KG, SUCURSAL EN ESPAÑA",,W0047018G,AV,DE EUROPA,"12, 3 C",PQ.EMPR.LA MORALEJA,28108,ALCOBENDAS,MADRID,DE,,916572296,,914904493,WWW.AKF.ESPANA.ES,,,0000,21/01/2010,21/01/2010,,28,,N,,AKF BANK GMBH & CO KG,100307 FRIEDRICHSTR. 51,WUPPERTAL,,,,,12,,"AKF BANK GMBH & CO KG, S.E.",AKF
SECC,1536,90105,OREY FINANCIAL-INSTITUIÇAO FINANC. CTO. S.A. S.E.,"OREY FINANCIAL-INSTITUIÇAO FINANCEIRA DE CREDITO, S.A. SUCURSAL EN ESPAÑA",,W0104784D,,CARRERA DE SAN JERONIMO,17,,28014,MADRID,,PT,,911269055,,913896493,WWW.OREYITRADE.ES,,,0000,03/05/2010,03/05/2010,,28,,N,,"OREY FINANCIAL-INSTITUIÇAO         FINANCEIRA DE CREDITO, S.A.","RUA PROFESOR CARLOS ALBERTO DA MOTA PINTO, 17, 6çA",1070-313 LISBOA,,1213407000,1213407010,WWW.OREY.COM,12,,"OREY FINANCIAL- IFIC, S.E.",OREY FINANCIAL
SECC,1537,90105,"LLOYDS TSB BANK PLC, S.E.","LLOYDS TSB BANK PLC, SUCURSAL EN ESPAÑA",,W0060995H,CL,SERRANO,90,,28006,MADRID,,GB,,915209900,,914314731,WWW.LLOYDSTSB.ES,,,0000,08/08/2011,01/10/2010,,28,,N,,LLOYDS TSB BANK PLC,25 GRESHAM STREET                                                EC2V 7HN,LONDON,,,,,12,,"LLOYDS TSB BANK PLC, S.E.",LLOYDS TSB BANK
SECC,1538,90105,"INDUSTRIAL & COMMERCIAL BANK OF CHINA(EUROPE)SA,SE","INDUSTRIAL AND COMMERCIAL BANK OF CHINA (EUROPE) S.A., SUCURSAL EN ESPAÑA",,W0182368A,PS,RECOLETOS,3,,28004,MADRID,,LU,,912168888,,912168866,WWW.ICBC.COM.ES,,,0000,05/10/2011,18/10/2010,,28,ICBC (EUROPE),S,ICBKESMMXXX,INDUSTRIAL AND COMMERCIAL BANK OF  CHINA (EUROPE) S.A.,8-10 AVENUE MARIE THERESE,L-2132 LUXEMBOURG B.P.278 L-2012 LU,,,,,12,,INDUST.COMMERC. BANK CHINA (EUROPE),ICBC (EUROPE)
SECC,1539,90105,"BIGBANK AS CONSUMER FINANCE, S.E.","BIGBANK AS CONSUMER FINANCE, SUCURSAL EN ESPAÑA",,W0531072G,CL,ORENSE,81,"PL. 3, PTA. 1",28020,MADRID,,EE,,0,,0,INFO@BIGBANK.ES,,,0000,16/02/2011,19/01/2011,,28,,N,,BIGBANK AS,RüüTLI 23,51006 TARTU,,,,,12,,"BIGBANK AS CONSUMER FINANCE, S.E.",BIGBANK AS CONS
SECC,1541,90105,"ATTIJARIWAFA BANK EUROPE, S.E.","ATTIJARIWAFA BANK EUROPE, SUCURSAL EN ESPAÑA",,W0017314F,CL,BRAVO MURILLO,210,,28020,MADRID,,FR,,915632775,,915643420,,,,0000,01/02/2012,27/04/2011,,28,,N,,ATTIJARIWAFA BANK EUROPE S.A.,6 RUE CHAUCHAT,PARIS,,,,,12,,"ATTIJARIWAFA BANK EUROPE, S.E.",ATTIJARIWAFA BA
OR,1107,121100,BANCO DE BOGOTA,BANCO DE BOGOTA,,,PZ,LEALTAD,3,,28014,MADRID,,ES,,0,,0,,03/08/1987,POR CIERRE,0000,06/03/2008,27/01/1967,,28,,N,,,,,,,,,12,,BANCO DE BOGOTA,BANCO DE BOGOTA
ST,4316,164301,"AMERICAN APPRAISAL ESPAÑA, S.A.","AMERICAN APPRAISAL ESPAÑA, S.A.",,A28438976,CL,PRINCIPE DE VERGARA,9,PL. 4,28001,MADRID,,ES,,915765600,,915753251,,05/11/1999,POR RENUNCIA,0000,06/03/2008,14/07/1976,,28,,N,,,,,,,,,12,,"AMERICAN APPRAISAL ESPAÑA, S.A.",AMERIC.APPRAIS.
ST,4317,164301,"TASACIONES Y VALORACIONES DE GALICIA, S.A.","TASACIONES Y VALORACIONES DE GALICIA, S.A.",,A15079742,AV,LINARES RIVAS,30-32,PL. 3,15005,A CORUÑA,,ES,,981120000,,981123052,WWW.TASAGALICIA.ES,03/05/2012,POR RENUNCIA,0000,03/05/2012,20/11/1985,,15,TASAGALICIA,S,,,,,,,,,11,,TASACIONES VALORACIONES DE GALICIA,TASAGALICIA
ST,4318,164301,"COVIVIENDAS, S.A.","COVIVIENDAS, S.A.",,A28358398,CL,GENOVA,17,PL. 7,28004,MADRID,,ES,,914103024,,0,,13/02/1992,A PETICION PROPIA,4405,06/03/2008,21/09/1974,,28,,N,,,,,,,,,12,"IBERAPPRAISAL, S.A.","COVIVIENDAS, S.A.",COVIVIENDAS
